Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type,First_Duty_Station
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061C3,CHEMIST/NUCLEAR CHEMIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061C3,CHEMIST/NUCLEAR CHEMIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061C3,CHEMIST/NUCLEAR CHEMIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061C3,CHEMIST/NUCLEAR CHEMIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061C3,CHEMIST/NUCLEAR CHEMIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061C3,CHEMIST/NUCLEAR CHEMIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061D3,PHYSICIST/NUCLEAR ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061D3,PHYSICIST/NUCLEAR ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061D3,PHYSICIST/NUCLEAR ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061D3,PHYSICIST/NUCLEAR ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061D3,PHYSICIST/NUCLEAR ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,061D3,PHYSICIST/NUCLEAR ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3A,"DEVELOPMENTAL ENGINEER, AERONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3A,"DEVELOPMENTAL ENGINEER, AERONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3A,"DEVELOPMENTAL ENGINEER, AERONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3A,"DEVELOPMENTAL ENGINEER, AERONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3A,"DEVELOPMENTAL ENGINEER, AERONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3A,"DEVELOPMENTAL ENGINEER, AERONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3B,"DEVELOPMENTAL ENGINEER, ASTRONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3B,"DEVELOPMENTAL ENGINEER, ASTRONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3B,"DEVELOPMENTAL ENGINEER, ASTRONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3B,"DEVELOPMENTAL ENGINEER, ASTRONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3B,"DEVELOPMENTAL ENGINEER, ASTRONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3B,"DEVELOPMENTAL ENGINEER, ASTRONAUTICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3C,"DEVELOPMENTAL ENGINEER, COMP SYS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3C,"DEVELOPMENTAL ENGINEER, COMP SYS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3C,"DEVELOPMENTAL ENGINEER, COMP SYS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3C,"DEVELOPMENTAL ENGINEER, COMP SYS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3C,"DEVELOPMENTAL ENGINEER, COMP SYS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3C,"DEVELOPMENTAL ENGINEER, COMP SYS",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3E,"DEVELOPMENTAL ENGINEER, ELECTRICAL/ELECTRONIC",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3E,"DEVELOPMENTAL ENGINEER, ELECTRICAL/ELECTRONIC",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3E,"DEVELOPMENTAL ENGINEER, ELECTRICAL/ELECTRONIC",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3E,"DEVELOPMENTAL ENGINEER, ELECTRICAL/ELECTRONIC",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3E,"DEVELOPMENTAL ENGINEER, ELECTRICAL/ELECTRONIC",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3E,"DEVELOPMENTAL ENGINEER, ELECTRICAL/ELECTRONIC",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3G,"DEVELOPMENT ENGINEER, PROJECT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3G,"DEVELOPMENT ENGINEER, PROJECT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3G,"DEVELOPMENT ENGINEER, PROJECT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3G,"DEVELOPMENT ENGINEER, PROJECT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-17,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3G,"DEVELOPMENT ENGINEER, PROJECT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-21,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3G,"DEVELOPMENT ENGINEER, PROJECT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,E-4,Active Duty,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3G,"DEVELOPMENT ENGINEER, PROJECT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,C-12,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3G,"DEVELOPMENT ENGINEER, PROJECT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,B-2,Reserve,Yes
EDWARDS AFB,"34°55'25.00""N","117°53'29.00""W",11S MU 18582 64934,062E3G,"DEVELOPMENT ENGINEER, PROJECT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,F-16,Reserve,Yes
